"tconst","averageRating","numVotes","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres","parentTconst","seasonNumber","episodeNumber"
"tt0000353",5.2,305,"short","Execution of Czolgosz with Panorama of Auburn Prison","Execution of Czolgosz with Panorama of Auburn Prison",0,"1901","\N","4","Drama,History,Short",NA,NA,NA
"tt0000387",5.1,305,"short","The Coronation of King Edward VII","The Coronation of Edward VII",0,"1902","\N","4","History,Short",NA,NA,NA
"tt0000571",6.9,54,"short","The San Francisco Earthquake","The San Francisco Earthquake",0,"1906","\N","14","Documentary,History,Short",NA,NA,NA
"tt0000634",4.6,10,"short","Antony and Cleopatra","Antony and Cleopatra",0,"1908","\N","\N","Drama,History,Romance",NA,NA,NA
"tt0000637",5.5,601,"short","The Assassination of the Duke de Guise","L'assassinat du duc de Guise",0,"1908","\N","15","Drama,History,Short",NA,NA,NA
"tt0000650",6.5,6,"short","The Boston Tea Party","The Boston Tea Party",0,"1908","\N","\N","Drama,History,Short",NA,NA,NA
"tt0000709",5.6,36,"short","Julius Caesar","Julius Caesar",0,"1908","\N","13","Drama,History,Short",NA,NA,NA
"tt0000844",6,9,"short","The Death of Ivan the Terrible","Smert Ioanna Groznogo",0,"1909","\N","\N","Drama,History,Short",NA,NA,NA
"tt0000969",6.4,12,"short","Les Misérables","Les Misérables",0,"1909","\N","44","Drama,History,Short",NA,NA,NA
"tt0001032",6,762,"short","The Sealed Room","The Sealed Room",0,"1909","\N","11","Drama,History,Short",NA,NA,NA
"tt0001117",5.5,8,"short","Cleopatra","Cléopâtre",0,"1910","\N","\N","Drama,History,Romance",NA,NA,NA
"tt0001195",4,6,"short","Elverhøj","Elverhøj",0,"1910","\N","\N","History,Short",NA,NA,NA
"tt0001264",7.1,45,"short","In Old California","In Old California",0,"1910","\N","17","Drama,History,Short",NA,NA,NA
"tt0001370",5.2,13,"movie","Rainha Depois de Morta Inês de Castro","Rainha Depois de Morta Inês de Castro",0,"1910","\N","\N","Drama,History",NA,NA,NA
"tt0001440",4.7,11,"movie","Valdemar Sejr","Valdemar Sejr",0,"1910","\N","\N","Drama,History",NA,NA,NA
"tt0001658",5.5,11,"short","Henry VIII","Henry VIII",0,"1911","\N","40","Drama,History,Short",NA,NA,NA
"tt0001693",7.1,11,"short","The Immortal Alamo","The Immortal Alamo",0,"1911","\N","20","History,Short,Western",NA,NA,NA
"tt0001715",3.1,7,"short","Julius Caesar","Julius Caesar",0,"1911","\N","\N","Crime,History,Short",NA,NA,NA
"tt0001857",5.7,192,"short","Richard III","Richard III",0,"1911","\N","23","Biography,Drama,History",NA,NA,NA
"tt0001911",5,7,"movie","Nell Gwynne","Sweet Nell of Old Drury",0,"1911","\N","50","Biography,Drama,History",NA,NA,NA
"tt0001915",5.8,88,"short","A Tale of Two Cities","A Tale of Two Cities",0,"1911","\N","30","Drama,History,Short",NA,NA,NA
"tt0002020",4.8,106,"short","Queen Elizabeth","Les amours de la reine Élisabeth",0,"1912","\N","44","Biography,Drama,History",NA,NA,NA
"tt0002101",5.1,463,"movie","Cleopatra","Cleopatra",0,"1912","\N","100","Drama,History",NA,NA,NA
"tt0002309",9,12,"short","Lincoln's Gettysburg Address","Lincoln's Gettysburg Address",0,"1912","\N","\N","History,Short",NA,NA,NA
"tt0002445",6.2,309,"movie","Quo Vadis?","Quo Vadis?",0,"1913","\N","120","Drama,History",NA,NA,NA
"tt0002452",6.5,210,"movie","The Independence of Romania","Independenta Romaniei",0,"1912","\N","120","History,War",NA,NA,NA
"tt0002767",6,37,"movie","The Count of Monte Cristo","The Count of Monte Cristo",0,"1913","\N","69","Drama,History",NA,NA,NA
"tt0003208",4.2,6,"short","Nederland en Oranje","Nederland en Oranje",0,"1913","\N","33","Drama,History,Short",NA,NA,NA
"tt0003241",5.1,8,"movie","One Hundred Years of Mormonism","One Hundred Years of Mormonism",0,"1913","\N","90","Drama,History",NA,NA,NA
"tt0003311",6.1,340,"short","Raja Harishchandra","Raja Harishchandra",0,"1913","\N","40","History,Short",NA,NA,NA
"tt0003330",6.3,92,"movie","The Life of Richard Wagner","Richard Wagner",0,"1913","\N","110","Biography,Drama,History",NA,NA,NA
"tt0003740",7.1,3290,"movie","Cabiria","Cabiria",0,"1914","\N","148","Adventure,Drama,History",NA,NA,NA
"tt0004022",6.2,43,"movie","Julius Caesar","Cajus Julius Caesar",0,"1914","\N","112","Drama,History",NA,NA,NA
"tt0004150",5.9,415,"movie","In the Land of the Head Hunters","In the Land of the Head Hunters",0,"1914","\N","65","Drama,History",NA,NA,NA
"tt0004164",3.6,27,"movie","Ireland, a Nation","Ireland, a Nation",0,"1914","\N","50","Drama,History",NA,NA,NA
"tt0004442",4.9,42,"short","The Oubliette","The Oubliette",0,"1914","\N","29","Drama,History,Short",NA,NA,NA
"tt0004525",5.8,35,"movie","The Reign of Terror","Le chevalier de Maison-Rouge",0,"1914","\N","109","Drama,History",NA,NA,NA
"tt0004972",6.3,23261,"movie","The Birth of a Nation","The Birth of a Nation",0,"1915","\N","195","Drama,History,War",NA,NA,NA
"tt0005050",5.3,7,"short","The Campbells Are Coming","The Campbells Are Coming",0,"1915","\N","40","Drama,History,Short",NA,NA,NA
"tt0005149",6,255,"movie","The Coward","The Coward",0,"1915","\N","77","Drama,History,War",NA,NA,NA
"tt0005460",5.3,43,"movie","Hearts in Exile","Hearts in Exile",0,"1915","\N","59","Drama,History,Romance",NA,NA,NA
"tt0005562",4.1,17,"movie","The Eternal Strife","Jane Shore",0,"1915","\N","\N","Biography,Drama,History",NA,NA,NA
"tt0005719",5.5,142,"movie","Martyrs of the Alamo","Martyrs of the Alamo",0,"1915","\N","71","Drama,History,War",NA,NA,NA
"tt0005756",7.2,10,"movie","Mistress Nell","Mistress Nell",0,"1915","\N","\N","Drama,History",NA,NA,NA
"tt0006241",7.7,13,"movie","War and Peace","Voyna i mir",0,"1915","\N","\N","Drama,History",NA,NA,NA
"tt0006489",5.5,20,"movie","The Captive God","The Captive God",0,"1916","\N","50","Adventure,History",NA,NA,NA
"tt0006557",6.5,11,"movie","The Crisis","The Crisis",0,"1916","\N","100","Drama,History,War",NA,NA,NA
"tt0006614",6.5,173,"movie","The Dumb Girl of Portici","The Dumb Girl of Portici",0,"1916","\N","112","Drama,History,Romance",NA,NA,NA
"tt0006631",6.2,11,"movie","An Enemy to the King","An Enemy to the King",0,"1916","\N","60","Adventure,History",NA,NA,NA
"tt0006636",4.4,5,"short","Esther","Esther",0,"1916","\N","40","Drama,History,Short",NA,NA,NA
"tt0006864",7.7,14553,"movie","Intolerance","Intolerance: Love's Struggle Throughout the Ages",0,"1916","\N","163","Drama,History",NA,NA,NA
"tt0006995",6.7,15,"movie","Macbeth","Macbeth",0,"1916","\N","80","Drama,History",NA,NA,NA
"tt0007278",6.3,10,"movie","Rupert of Hentzau","Rupert of Hentzau",0,"1915","\N","50","Drama,History",NA,NA,NA
"tt0007516",5.5,6,"movie","The Victoria Cross","The Victoria Cross",0,"1916","\N","50","Drama,History",NA,NA,NA
"tt0007518",5.5,10,"movie","Christophe Colomb","Christophe Colomb",0,"1916","\N","110","History",NA,NA,NA
"tt0007801",6.6,305,"movie","Cleopatra","Cleopatra",0,"1917","\N","125","Biography,Drama,History",NA,NA,NA
"tt0007927",7.5,12,"movie","The Fall of the Romanoffs","The Fall of the Romanoffs",0,"1917","\N","80","Biography,Drama,History",NA,NA,NA
"tt0008150",6.5,524,"movie","Joan the Woman","Joan the Woman",0,"1916","\N","138","Adventure,Drama,History",NA,NA,NA
"tt0008241",6.1,8,"movie","Madame Du Barry","Madame Du Barry",0,"1917","\N","105","Drama,History",NA,NA,NA
"tt0008319",6.1,77,"movie","A Mormon Maid","A Mormon Maid",0,"1917","\N","68","Drama,History,Western",NA,NA,NA
"tt0008395",7,490,"movie","Father Sergius","Otets Sergiy",0,"1918","\N","112","Biography,Drama,History",NA,NA,NA
"tt0008652",6.1,112,"movie","A Tale of Two Cities","A Tale of Two Cities",0,"1917","\N","70","Drama,History,Romance",NA,NA,NA
"tt0008786",6.4,71,"movie","The Woman God Forgot","The Woman God Forgot",0,"1917","\N","60","History,Romance",NA,NA,NA
"tt0008807",6.6,84,"movie","The Last Indian Attack","El último malón",0,"1917","\N","97","History,War",NA,NA,NA
"tt0009252",6.4,18,"movie","The Kaiser, the Beast of Berlin","The Kaiser, the Beast of Berlin",0,"1918","\N","70","Drama,History,War",NA,NA,NA
"tt0009337",6,5,"short","Malmequer","Malmequer",0,"1918","\N","21","Drama,History,Romance",NA,NA,NA
"tt0009878",7,1177,"movie","Different from the Others","Anders als die Andern",0,"1919","\N","50","Crime,Drama,History",NA,NA,NA
"tt0009892",5.8,1102,"movie","Auction of Souls","Ravished Armenia",0,"1919","\N","80","Drama,History,Romance",NA,NA,NA
"tt0010247",7.2,1262,"movie","Sir Arne's Treasure","Herr Arnes pengar",0,"1919","\N","122","Drama,History",NA,NA,NA
"tt0010559",6.5,148,"movie","Die Pest in Florenz","Die Pest in Florenz",0,"1919","\N","92","Drama,History,Horror",NA,NA,NA
"tt0010949",1,9,"movie","The Adventurer","The Adventurer",0,"1920","\N","60","Adventure,Drama,History",NA,NA,NA
"tt0011197",4.9,8,"movie","For the Soul of Rafael","For the Soul of Rafael",0,"1920","\N","70","Adventure,Drama,History",NA,NA,NA
"tt0011612",5.8,29,"movie","Quatre-vingt-treize","Quatre-vingt-treize",0,"1921","\N","165","Drama,History",NA,NA,NA
"tt0012368",5.8,22,"movie","Lady Hamilton","Lady Hamilton",0,"1921","\N","\N","Drama,History",NA,NA,NA
"tt0012532",7.3,4853,"movie","Orphans of the Storm","Orphans of the Storm",0,"1921","\N","150","Drama,History,Romance",NA,NA,NA
"tt0012684",4.8,19,"short","Silas Marner","Silas Marner",0,"1916","\N","44","Drama,History,Short",NA,NA,NA
"tt0012771",6,30,"movie","Torgus","Verlogene Moral",0,"1921","\N","64","Drama,History",NA,NA,NA
"tt0013182",7,29,"movie","The Glorious Adventure","The Glorious Adventure",0,"1922","\N","70","Adventure,History",NA,NA,NA
"tt0013257",7.7,12883,"movie","Häxan","Häxan",0,"1922","\N","91","Documentary,Fantasy,History",NA,NA,NA
"tt0013342",6.8,76,"movie","Lucrezia Borgia","Lucrezia Borgia",0,"1922","\N","75","Drama,History,War",NA,NA,NA
"tt0013388",5.8,25,"movie","Messalina","Messalina",0,"1924","\N","\N","Drama,History",NA,NA,NA
"tt0013428",6.8,117,"movie","Nathan der Weise","Nathan der Weise",0,"1922","\N","128","Drama,History",NA,NA,NA
"tt0013571",6.6,849,"movie","Salomé","Salomé",0,"1922","\N","72","Biography,Drama,History",NA,NA,NA
"tt0013572",5,21,"movie","Samson und Delila","Samson und Delila",0,"1922","\N","88","Adventure,History",NA,NA,NA
"tt0013736",6.7,7,"movie","Vingt ans après","Vingt ans après",0,"1922","\N","\N","History",NA,NA,NA
"tt0013741",6.5,462,"movie","The Loves of Pharaoh","Das Weib des Pharao",0,"1922","\N","100","Drama,History",NA,NA,NA
"tt0013950",5.6,12,"movie","The Courtship of Myles Standish","The Courtship of Myles Standish",0,"1923","\N","90","Drama,History",NA,NA,NA
"tt0014145",4,11,"movie","Swords and the Woman","I Will Repay",0,"1923","\N","70","Adventure,Drama,History",NA,NA,NA
"tt0014171",4.7,51,"movie","Der junge Medardus","Der junge Medardus",0,"1923","\N","136","History",NA,NA,NA
"tt0014499",7,51,"movie","The Spanish Dancer","The Spanish Dancer",0,"1923","\N","56","Drama,History,Romance",NA,NA,NA
"tt0014615",7,15,"movie","Wild Bill Hickok","Wild Bill Hickok",0,"1923","\N","70","History,Western",NA,NA,NA
"tt0014644",5.8,20,"movie","The Dramatic Life of Abraham Lincoln","The Dramatic Life of Abraham Lincoln",0,"1924","\N","120","Biography,Drama,History",NA,NA,NA
"tt0014672",6.3,354,"movie","America","America",0,"1924","\N","141","Drama,History,War",NA,NA,NA
"tt0014702",6.7,418,"movie","Beau Brummel","Beau Brummel",0,"1924","\N","135","Drama,History,Romance",NA,NA,NA
"tt0014854",6.9,135,"movie","Dorothy Vernon of Haddon Hall","Dorothy Vernon of Haddon Hall",0,"1924","\N","135","Drama,History,Romance",NA,NA,NA
"tt0015016",7.2,2009,"movie","The Iron Horse","The Iron Horse",0,"1924","\N","150","History,Romance,Western",NA,NA,NA
"tt0015022",5.5,639,"movie","Janice Meredith","Janice Meredith",0,"1924","\N","153","Drama,History,Romance",NA,NA,NA
"tt0015289",6.2,170,"movie","Romola","Romola",0,"1924","\N","102","Drama,History",NA,NA,NA
"tt0015648",8,54326,"movie","Battleship Potemkin","Bronenosets Potemkin",0,"1925","\N","75","Drama,History,Thriller",NA,NA,NA
"tt0015935",6.6,124,"movie","El húsar de la muerte","El húsar de la muerte",0,"1925","\N","65","Biography,Drama,History",NA,NA,NA
"tt0015968",7.1,14,"movie","Charles XII","Karl XII",0,"1925","\N","136","Drama,History",NA,NA,NA
"tt0015977",6.2,216,"short","Kino-pravda no. 21 - Leninskaia Kino-pravda. Kinopoema o Lenine","Kino-pravda no. 21 - Leninskaia Kino-pravda. Kinopoema o Lenine",0,"1925","\N","29","Documentary,History,Short",NA,NA,NA
"tt0016231",5.5,24,"movie","Pohjalaisia","Pohjalaisia",0,"1925","\N","118","Drama,History",NA,NA,NA
"tt0016695",6.1,7,"movie","With Buffalo Bill on the U. P. Trail","With Buffalo Bill on the U. P. Trail",0,"1926","\N","54","Action,History,Romance",NA,NA,NA
"tt0016770",7,12,"movie","With Davy Crockett at the Fall of the Alamo","With Davy Crockett at the Fall of the Alamo",0,"1926","\N","60","Biography,History,Western",NA,NA,NA
"tt0016881",7.1,9,"movie","The Flaming Frontier","The Flaming Frontier",0,"1926","\N","90","Action,Adventure,History",NA,NA,NA
"tt0017198",5.7,238,"movie","Nell Gwyn","Nell Gwyn",0,"1926","\N","80","Biography,Drama,History",NA,NA,NA
"tt0017226",6.7,199,"movie","Old Ironsides","Old Ironsides",0,"1926","\N","111","Drama,History",NA,NA,NA
"tt0017667",6.9,717,"movie","The Beloved Rogue","The Beloved Rogue",0,"1927","\N","99","Adventure,Drama,History",NA,NA,NA
"tt0017715",5.5,6,"movie","Bulat-Batyr","Bulat-Batyr",0,"1928","\N","\N","Drama,History",NA,NA,NA
"tt0017902",5.3,7,"movie","Foreign Devils","Foreign Devils",0,"1927","\N","50","Action,Drama,History",NA,NA,NA
"tt0018049",6.8,8,"movie","Betrayal","Der Katzensteg",0,"1927","\N","124","History",NA,NA,NA
"tt0018054",7.3,1964,"movie","The King of Kings","The King of Kings",0,"1927","\N","160","Biography,Drama,History",NA,NA,NA
"tt0018192",8.2,7207,"movie","Napoleon","Napoléon vu par Abel Gance",0,"1927","\N","330","Biography,Drama,History",NA,NA,NA
"tt0018217",7.5,7246,"movie","October (Ten Days that Shook the World)","Oktyabr",0,"1927","\N","142","Drama,History",NA,NA,NA
"tt0018218",6.4,325,"movie","Old San Francisco","Old San Francisco",0,"1927","\N","88","Drama,History,Romance",NA,NA,NA
"tt0018246",6.6,285,"movie","The Fall of the Romanov Dynasty","Padenie dinastii Romanovykh",0,"1927","\N","90","Documentary,History",NA,NA,NA
"tt0018524",6.8,395,"movie","Uncle Tom's Cabin","Uncle Tom's Cabin",0,"1927","\N","144","Drama,History",NA,NA,NA
"tt0018566",6.9,319,"movie","When a Man Loves","When a Man Loves",0,"1927","\N","111","History,Romance",NA,NA,NA
"tt0018579",2.9,108,"movie","Winners of the Wilderness","Winners of the Wilderness",0,"1927","\N","68","Drama,History,War",NA,NA,NA
"tt0018622",7.8,11,"movie","Adoration","Adoration",0,"1928","\N","73","Drama,History,Romance",NA,NA,NA
"tt0018642",5.9,18,"movie","The Old Fritz","Der alte Fritz - 1. Friede",0,"1928","\N","167","Biography,Drama,History",NA,NA,NA
"tt0018686",6.5,43,"movie","The White Eagle","Belyy oryol",0,"1928","\N","67","Drama,History",NA,NA,NA
"tt0018713",7.2,8,"movie","Boadicea","Boadicea",0,"1927","\N","\N","Drama,History,War",NA,NA,NA
"tt0018758",6.1,7,"movie","Una nueva y gloriosa nación","Una nueva y gloriosa nación",0,"1928","\N","65","Biography,Drama,History",NA,NA,NA
"tt0018945",6.4,64,"movie","Glorious Betsy","Glorious Betsy",0,"1928","\N","80","Drama,History",NA,NA,NA
"tt0019071",8,3519,"movie","The Last Command","The Last Command",0,"1928","\N","88","Drama,History,Romance",NA,NA,NA
"tt0019254",8.1,49553,"movie","The Passion of Joan of Arc","La passion de Jeanne d'Arc",0,"1928","\N","110","Biography,Drama,History",NA,NA,NA
"tt0019308",6.9,10,"movie","Rasputins Liebesabenteuer","Rasputins Liebesabenteuer",0,"1928","\N","60","Drama,History",NA,NA,NA
"tt0019374",7,256,"movie","Shiraz","Shiraz",0,"1928","\N","97","Drama,History,Romance",NA,NA,NA
"tt0019501",7.2,14,"movie","Two Lovers","Two Lovers",0,"1928","\N","98","Action,Drama,History",NA,NA,NA
"tt0019532",6.6,387,"movie","The Viking","The Viking",0,"1928","\N","90","Action,Adventure,History",NA,NA,NA
"tt0019552",6.6,27,"movie","Waterloo","Waterloo",0,"1929","\N","120","Drama,History,War",NA,NA,NA
"tt0019589",7.3,85,"movie","The Woman Disputed","The Woman Disputed",0,"1928","\N","108","Drama,History,Romance",NA,NA,NA
"tt0019639",3.5,13,"movie","Andreas Hofer","Andreas Hofer",0,"1929","\N","91","Adventure,History",NA,NA,NA
"tt0019657",6.5,30,"movie","Atlantik","Atlantik",0,"1929","\N","114","Drama,History",NA,NA,NA
"tt0019823",6.2,1081,"movie","Disraeli","Disraeli",0,"1929","\N","90","Biography,Drama,History",NA,NA,NA
"tt0019824",6.2,681,"movie","The Divine Lady","The Divine Lady",0,"1928","\N","99","Drama,History,Romance",NA,NA,NA
"tt0020030",7,1175,"movie","The Iron Mask","The Iron Mask",0,"1929","\N","95","Adventure,Drama,History",NA,NA,NA
"tt0020124",6.9,38,"movie","Ludwig der Zweite, König von Bayern","Ludwig der Zweite, König von Bayern",0,"1930","\N","117","Biography,Drama,History",NA,NA,NA
"tt0020230",7.3,733,"movie","The New Babylon","Novyy Vavilon",0,"1929","\N","120","Drama,History",NA,NA,NA
"tt0020312",6.2,5,"movie","Rasputin","Rasputin",0,"1929","\N","\N","Drama,History",NA,NA,NA
"tt0020353",6.5,104,"movie","S.V.D. - Soyuz velikogo dela","S.V.D. - Soyuz velikogo dela",0,"1927","\N","76","Drama,History",NA,NA,NA
"tt0020547",6.9,115,"movie","Verdun: Looking at History","Verdun, visions d'histoire",0,"1928","\N","151","History,War",NA,NA,NA
"tt0020552",7,8,"movie","La vie miraculeuse de Thérèse Martin","La vie miraculeuse de Thérèse Martin",0,"1929","\N","113","Biography,Drama,History",NA,NA,NA
"tt0020620",5.7,1367,"movie","Abraham Lincoln","Abraham Lincoln",0,"1930","\N","96","Biography,Drama,History",NA,NA,NA
"tt0020744",7,25,"movie","The Case of Sergeant Grischa","The Case of Sergeant Grischa",0,"1930","\N","91","Drama,History,Romance",NA,NA,NA
"tt0020843",6.4,44,"movie","The Dreyfus Case","Dreyfus",0,"1930","\N","115","Biography,Drama,History",NA,NA,NA
"tt0020893",7.1,31,"movie","The Flute Concert of Sans-Souci","Das Flötenkonzert von Sans-souci",0,"1930","\N","88","Drama,History",NA,NA,NA
"tt0020915",7.8,41,"movie","General Crack","General Crack",0,"1929","\N","97","Action,Drama,History",NA,NA,NA
"tt0021001",5.4,116,"movie","Inside the Lines","Inside the Lines",0,"1930","\N","72","Drama,History,Romance",NA,NA,NA
"tt0021021",5.4,11,"movie","Kajastus","Kajastus",0,"1930","\N","83","Drama,History",NA,NA,NA
"tt0021595",5.9,231,"movie","Alexander Hamilton","Alexander Hamilton",0,"1931","\N","70","Biography,Drama,History",NA,NA,NA
"tt0021760",6.2,35,"movie","The Conquering Horde","The Conquering Horde",0,"1931","\N","75","History,Western",NA,NA,NA
"tt0022034",7.1,482,"movie","Congress Dances","Der Kongreß tanzt",0,"1931","\N","85","Comedy,History,Musical",NA,NA,NA
"tt0022356",5.7,76,"movie","Secret Service","Secret Service",0,"1931","\N","68","Drama,History,Romance",NA,NA,NA
"tt0022652",6.2,6,"movie","Die Tänzerin von Sans Souci","Die Tänzerin von Sans Souci",0,"1932","\N","93","Drama,History",NA,NA,NA
"tt0023151",6.4,654,"movie","The Lost Squadron","The Lost Squadron",0,"1932","\N","79","Drama,History,War",NA,NA,NA
"tt0023315",6.4,23,"movie","Palio","Palio",0,"1932","\N","90","Drama,History",NA,NA,NA
"tt0023374",6.6,964,"movie","Rasputin and the Empress","Rasputin and the Empress",0,"1932","\N","121","Biography,Drama,History",NA,NA,NA
"tt0023470",6.9,2084,"movie","The Sign of the Cross","The Sign of the Cross",0,"1932","\N","125","Drama,History",NA,NA,NA
"tt0023685",6.3,438,"movie","The Wet Parade","The Wet Parade",0,"1932","\N","118","Drama,History,Romance",NA,NA,NA
"tt0023700",6.6,67,"movie","Wild Girl","Wild Girl",0,"1932","\N","78","Drama,History",NA,NA,NA
"tt0023729",6.7,194,"movie","Gesuzza the Garibaldian Wife","1860",0,"1933","\N","80","Drama,History",NA,NA,NA
"tt0023848",5.8,263,"movie","Broadway to Hollywood","Broadway to Hollywood",0,"1933","\N","85","History,Musical",NA,NA,NA
"tt0023888",7.3,52,"movie","Der Choral von Leuthen","Der Choral von Leuthen",0,"1933","\N","91","Biography,Drama,History",NA,NA,NA
"tt0024144",6.6,552,"movie","The House on 56th Street","The House on 56th Street",0,"1933","\N","68","Drama,History",NA,NA,NA
"tt0024390",5.8,18,"movie","November Night","Ksiezna Lowicka",0,"1932","\N","85","Drama,History,Romance",NA,NA,NA
"tt0024481",7.6,7305,"movie","Queen Christina","Queen Christina",0,"1933","\N","99","Biography,Drama,History",NA,NA,NA
"tt0024537",6.5,311,"movie","The Secret of Madame Blanche","The Secret of Madame Blanche",0,"1933","\N","84","Drama,History,Romance",NA,NA,NA
"tt0024548",6.4,5732,"movie","She Done Him Wrong","She Done Him Wrong",0,"1933","\N","66","Comedy,Drama,History",NA,NA,NA
"tt0024668",6.6,106,"movie","Thunder Over Mexico","Thunder Over Mexico",0,"1933","\N","70","Drama,History",NA,NA,NA
"tt0024742",6.5,206,"movie","Voltaire","Voltaire",0,"1933","\N","72","Biography,Drama,History",NA,NA,NA
"tt0024812",6.6,21,"movie","Farewell Waltz","Abschiedswalzer",0,"1934","\N","87","History,Music",NA,NA,NA
"tt0024816",6.1,348,"movie","The Affairs of Cellini","The Affairs of Cellini",0,"1934","\N","79","Comedy,Drama,History",NA,NA,NA
"tt0024915",6.2,495,"movie","British Agent","British Agent",0,"1934","\N","80","Drama,History,Romance",NA,NA,NA
"tt0024966",7.2,1185,"movie","Chapayev","Chapaev",0,"1934","\N","93","Biography,Drama,History",NA,NA,NA
"tt0024991",6.8,3507,"movie","Cleopatra","Cleopatra",0,"1934","\N","100","Biography,Drama,History",NA,NA,NA
"tt0025000",6.7,35,"movie","Córka generala Pankratowa","Córka generala Pankratowa",0,"1934","\N","76","Drama,History,Romance",NA,NA,NA
"tt0025095",6.4,36,"movie","Der ewige Traum","Der ewige Traum",0,"1934","\N","80","Drama,History",NA,NA,NA
"tt0025272",6.6,1057,"movie","The House of Rothschild","The House of Rothschild",0,"1934","\N","88","Biography,Drama,History",NA,NA,NA
"tt0025329",6.6,172,"movie","Power","Jew Süss",0,"1934","\N","105","Drama,History,Romance",NA,NA,NA
"tt0025443",6.4,236,"movie","Madame Du Barry","Madame Du Barry",0,"1934","\N","79","Comedy,Drama,History",NA,NA,NA
"tt0025558",6.4,102,"movie","Nell Gwyn","Nell Gwyn",0,"1934","\N","85","History",NA,NA,NA
"tt0025607",6,1310,"movie","Operator 13","Operator 13",0,"1934","\N","85","Drama,History,Romance",NA,NA,NA
"tt0025746",7.6,6040,"movie","The Scarlet Empress","The Scarlet Empress",0,"1934","\N","104","Drama,History,Romance",NA,NA,NA
"tt0025747",5.3,320,"movie","The Scarlet Letter","The Scarlet Letter",0,"1934","\N","69","Drama,History,Romance",NA,NA,NA
"tt0025913",7.3,15166,"movie","Triumph of the Will","Triumph des Willens",0,"1935","\N","114","Documentary,History,War",NA,NA,NA
"tt0025993",6.4,12,"movie","The Legend of William Tell","Wilhelm Tell",0,"1934","\N","99","Drama,History",NA,NA,NA
"tt0025994",5.8,11,"movie","Willem van Oranje","Willem van Oranje",0,"1934","\N","75","Biography,Drama,History",NA,NA,NA
"tt0026008",6.1,325,"movie","The World Moves On","The World Moves On",0,"1934","\N","104","Drama,History,Romance",NA,NA,NA
"tt0026032",6,68,"movie","Abdul the Damned","Abdul the Damned",0,"1935","\N","111","Drama,History",NA,NA,NA
"tt0026174",7.7,13406,"movie","Captain Blood","Captain Blood",0,"1935","\N","119","Action,Adventure,History",NA,NA,NA
"tt0026180",6.4,183,"movie","Cardinal Richelieu","Cardinal Richelieu",0,"1935","\N","82","Drama,History,Romance",NA,NA,NA
"tt0026249",6.6,1028,"movie","The Crusades","The Crusades",0,"1935","\N","125","Adventure,Drama,History",NA,NA,NA
"tt0026331",6.8,14,"short","The Alamo: Shrine of Texas Liberty","The Alamo: Shrine of Texas Liberty",0,"1938","\N","16","Action,Drama,History",NA,NA,NA
"tt0026415",7.1,13,"movie","The Life of Giuseppe Verdi","Giuseppe Verdi",0,"1938","\N","110","Biography,History",NA,NA,NA
"tt0026564",7.5,1199,"movie","Carnival in Flanders","La kermesse héroïque",0,"1935","\N","110","Comedy,History,Romance",NA,NA,NA
"tt0026631",7.2,12,"movie","Liselotte von der Pfalz","Liselotte von der Pfalz",0,"1935","\N","\N","Drama,History",NA,NA,NA
"tt0026648",5,9,"movie","The Magnificent Rogue","Lorenzino de' Medici",0,"1935","\N","83","Drama,History",NA,NA,NA
"tt0026657",6.7,34,"movie","Loves of a Dictator","The Dictator",0,"1935","\N","86","History,Romance",NA,NA,NA
"tt0026660",6,218,"movie","Lucrezia Borgia","Lucrèce Borgia",0,"1935","\N","93","Drama,History,Romance",NA,NA,NA
"tt0026725",7.7,3370,"movie","Les Misérables","Les Misérables",0,"1935","\N","108","Drama,History,Romance",NA,NA,NA
"tt0026761",5.8,61,"movie","Das Mädchen Johanna","Das Mädchen Johanna",0,"1935","\N","87","Biography,Drama,History",NA,NA,NA
"tt0026855",6.2,56,"movie","Pasteur","Pasteur",0,"1935","\N","\N","Biography,Drama,History",NA,NA,NA
"tt0026858",5.5,50,"movie","Peg of Old Drury","Peg of Old Drury",0,"1935","\N","75","Drama,History,Romance",NA,NA,NA
"tt0026953",6.8,16,"movie","Regal Cavalcade","Royal Cavalcade",0,"1935","\N","104","Drama,History,News",NA,NA,NA
"tt0027075",7.8,5295,"movie","A Tale of Two Cities","A Tale of Two Cities",0,"1935","\N","128","Drama,History,Romance",NA,NA,NA
"tt0027078",6.7,34,"movie","Tarass Boulba","Tarass Boulba",0,"1936","\N","87","Action,Drama,History",NA,NA,NA
"tt0027200",5.7,477,"movie","Westward Ho","Westward Ho",0,"1935","\N","61","Action,Drama,History",NA,NA,NA
"tt0027235",6.7,243,"movie","Yunost Maksima","Yunost Maksima",0,"1935","\N","92","Drama,History,War",NA,NA,NA
"tt0027317",6.9,7,"movie","King August the Strong","August der Starke",0,"1936","\N","108","Biography,Drama,History",NA,NA,NA
"tt0027333",6,37,"movie","Love or a Kingdom","Barbara Radziwillówna",0,"1936","\N","96","Drama,History,Romance",NA,NA,NA
"tt0027412",5.8,41,"movie","Café Moszkva","Café Moszkva",0,"1936","\N","84","Adventure,History",NA,NA,NA
"tt0027422",6.2,22,"movie","The Cardinal","The Cardinal",0,"1936","\N","70","Drama,History",NA,NA,NA
