"tconst","averageRating","numVotes","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres","parentTconst","seasonNumber","episodeNumber"
"tt3361258",7.6,14,"tvEpisode","Zaha Hadid... Who Dares Wins","Zaha Hadid... Who Dares Wins",0,"2013","\N","71","Biography,History","tt0237968","21","6"
"tt3361638",7.7,101,"tvEpisode","Blackbeard vs Al Capone","Blackbeard vs Al Capone",0,"2013","\N","3","Comedy,History,Music","tt2039625","3","2"
"tt3361812",6.4,99,"tvEpisode","Miley Cyrus vs Joan of Arc","Miley Cyrus vs Joan of Arc",0,"2013","\N","2","Comedy,History,Music","tt2039625","3","3"
"tt3362126",8.7,11,"tvEpisode","Episode #1.4","Episode #1.4",0,"2010","\N","64","Action,Drama,History","tt2980528","1","4"
"tt3363346",8,410,"tvMiniSeries","She-Wolves: England's Early Queens","She-Wolves: England's Early Queens",0,"2012","2012","60","Biography,Documentary,History",NA,NA,NA
"tt3363440",5.7,6,"movie","Remar é...","Remar é...",0,"2013","\N","75","Documentary,History,Sport",NA,NA,NA
"tt3363958",7.9,87,"tvEpisode","Atlantic Wall","Atlantic Wall",0,"2013","\N","57","Documentary,History,War","tt3325692","1","1"
"tt3364578",7.7,42,"tvEpisode","The Many Lives of William Klein","The Many Lives of William Klein",0,"2012","\N","\N","Biography,History","tt0237968","20","5"
"tt3364792",7.5,112,"tvSeries","Horse Doctor","Maui",0,"2012","2013","70","Drama,History,Romance",NA,NA,NA
"tt3364838",6.7,6,"short","Crossing Victoria","Crossing Victoria",0,"2013","\N","4","Adventure,Animation,History",NA,NA,NA
"tt3364894",7.5,109,"tvSeries","Ja Myung Go","Ja Myung Go",0,"2009","2009","\N","Drama,Fantasy,History",NA,NA,NA
"tt3365642",6.6,33,"short","Sun Song","Sun Song",0,"2014","\N","15","Documentary,History,Sci-Fi",NA,NA,NA
"tt3365690",8,2572,"movie","Jaatishwar","Jaatishwar",0,"2014","\N","150","Biography,Drama,History",NA,NA,NA
"tt3367408",8.7,43,"tvEpisode","Love","Love",0,"2014","\N","61","Action,Drama,History","tt3078602","1","4"
"tt3369670",6.7,880,"movie","Children of War","Children of War",0,"2014","\N","160","Drama,History,War",NA,NA,NA
"tt3369738",9.6,38,"movie","Stateless","Stateless",0,"2014","\N","86","Documentary,History",NA,NA,NA
"tt3373238",7.5,10,"short","A Film Is a Film Is a Film","A Film Is a Film Is a Film",0,"2013","\N","16","Biography,Documentary,History",NA,NA,NA
"tt3374220",6.2,38,"movie","Bohdan-Zynoviy Khmelnytskyi","Bohdan-Zynoviy Khmelnytskyi",0,"2008","\N","118","History,War",NA,NA,NA
"tt3374504",8.3,573,"tvEpisode","Who by Fire","Who by Fire",0,"2014","\N","42","Drama,History,War","tt2543328","1","2"
"tt3374512",7.1,90,"tvEpisode","Aliens and the Lost Ark","Aliens and the Lost Ark",0,"2013","\N","45","Documentary,Fantasy,History","tt1643266","6","10"
"tt3374514",6.8,87,"tvEpisode","Aliens and Mysterious Mountains","Aliens and Mysterious Mountains",0,"2013","\N","45","Documentary,Fantasy,History","tt1643266","6","11"
"tt3375120",9,6,"tvEpisode","Story of Kashmir","Story of Kashmir",0,"2013","\N","\N","History,News","tt3246616","1","3"
"tt3375124",8.8,5,"tvEpisode","Story of Madras and Bombay","Story of Madras and Bombay",0,"2013","\N","\N","History,News","tt3246616","1","4"
"tt3375126",8.6,5,"tvEpisode","Hindu Code Bill","Hindu Code Bill",0,"2013","\N","\N","History,News","tt3246616","1","5"
"tt3375130",9,5,"tvEpisode","India-China War","India-China War",0,"2013","\N","\N","History,News","tt3246616","1","6"
"tt3375132",9.2,8,"tvEpisode","Lal Bahadur Shastri","Lal Bahadur Shastri",0,"2013","\N","\N","History,News","tt3246616","1","7"
"tt3375410",8.2,9,"short","L'Attimo di Vento","L'Attimo di Vento",0,"2013","\N","7","History,Musical,Romance",NA,NA,NA
"tt3375528",6.6,5,"tvEpisode","Messiahs","Messiahs",0,"2013","\N","\N","History","tt3309014","1","1"
"tt3375722",8.1,17,"short","Gage","Gage",0,"2014","\N","\N","Drama,History,Short",NA,NA,NA
"tt3375908",7.9,111,"tvSeries","Gye Baek","Gye Baek",0,"2011","\N","\N","Drama,History",NA,NA,NA
"tt3375978",7.3,21,"tvSeries","Dae Wang Sejong","Dae Wang Sejong",0,"2008","2008","\N","Drama,History",NA,NA,NA
"tt3376174",5.8,8,"tvMovie","Valtiopeli 1863","Valtiopeli 1863",0,"2013","\N","58","Documentary,Drama,History",NA,NA,NA
"tt3376272",4.8,5,"video","The 300","The 300",1,"2012","\N","111","Adult,History",NA,NA,NA
"tt3377022",7.6,549,"tvEpisode","Youngstown Boys","Youngstown Boys",0,"2013","\N","103","Biography,Documentary,History","tt1408430","2","15"
"tt3377548",5.7,238,"movie","Polycarp","Polycarp",0,"2015","\N","94","Drama,History",NA,NA,NA
"tt3378152",7.5,93,"tvEpisode","Bob Ross vs Pablo Picasso","Bob Ross vs Pablo Picasso",0,"2013","\N","2","Comedy,History,Music","tt2039625","3","4"
"tt3378194",6.8,6,"short","Balazher. Korrekturen der Wirklichkeit","Balazher. Korrekturen der Wirklichkeit",0,"2014","\N","30","Documentary,History,Short",NA,NA,NA
"tt3379014",7.3,11,"tvEpisode","Episode #1.1","Episode #1.1",0,"2012","\N","\N","Action,History,Romance","tt3139942","1","1"
"tt3379030",3.6,65,"tvSeries","Hannah Gadsby's Oz","Hannah Gadsby's Oz",0,"2014","2014","27","Comedy,Documentary,History",NA,NA,NA
"tt3379034",8.2,31,"tvEpisode","Episode #1.1","Episode #1.1",0,"2012","\N","63","Drama,Fantasy,History","tt2373094","1","1"
"tt3379118",8.3,6,"tvEpisode","Episode #1.1","Episode #1.1",0,"2008","\N","79","Drama,History,Romance","tt2288104","1","1"
"tt3379138",7.4,10,"tvEpisode","Lesson 1","Lesson 1",0,"2010","\N","64","Comedy,Drama,History","tt2745682","1","1"
"tt3379172",8.1,17,"tvEpisode","Episode #1.1","Episode #1.1",0,"2009","\N","63","Biography,Drama,History","tt1547606","1","1"
"tt3379182",6.2,5,"tvEpisode","Episode #1.1","Episode #1.1",0,"2011","\N","65","Action,Drama,History","tt2495476","1","1"
"tt3379194",7.8,10,"tvEpisode","Episode #1.1","Episode #1.1",0,"2007","\N","68","Drama,History","tt1676673","1","1"
"tt3379576",6.9,12,"tvSeries","Ardent Flower","Hanamoyu",0,"2015","\N","45","Drama,History",NA,NA,NA
"tt3379816",7.2,71,"tvMiniSeries","Napoleon","Napoleon",0,"2015","\N","52","Biography,Documentary,History",NA,NA,NA
"tt3380016",3.5,72,"movie","Kate Bornstein is a Queer & Pleasant Danger","Kate Bornstein is a Queer & Pleasant Danger",0,"2014","\N","72","Documentary,History",NA,NA,NA
"tt3380058",6.9,7,"tvEpisode","Martyrs","Martyrs",0,"2013","\N","\N","History","tt3309014","1","2"
"tt3380094",5.9,8,"tvEpisode","Christians","Christians",0,"2013","\N","\N","History","tt3309014","1","3"
"tt3380208",8,25,"tvEpisode","Lo que no supiste defender como hombre","Lo que no supiste defender como hombre",0,"2013","\N","73","Biography,History","tt2011533","2","13"
"tt3380324",8.6,8,"short","Far from the West","Far from the West",0,"2013","\N","20","Biography,Documentary,History",NA,NA,NA
"tt3380856",7.9,10,"short","Broken Border","Marze Shekaste",0,"2012","\N","19","Documentary,History,Short",NA,NA,NA
"tt3381006",7.7,101,"tvEpisode","Michael Jordan vs Muhammad Ali","Michael Jordan vs Muhammad Ali",0,"2013","\N","3","Comedy,History,Music","tt2039625","3","5"
"tt3381124",7.3,7,"tvEpisode","Episode #1.60","Episode #1.60",0,"2010","\N","63","Drama,History,Romance","tt1666209","1","60"
"tt3381126",6.8,6,"tvEpisode","Episode #1.59","Episode #1.59",0,"2010","\N","63","Drama,History,Romance","tt1666209","1","59"
"tt3381128",7,6,"tvEpisode","Episode #1.58","Episode #1.58",0,"2010","\N","60","Drama,History,Romance","tt1666209","1","58"
"tt3381130",7.2,6,"tvEpisode","Episode #1.57","Episode #1.57",0,"2010","\N","63","Drama,History,Romance","tt1666209","1","57"
"tt3381132",7.4,5,"tvEpisode","Episode #1.56","Episode #1.56",0,"2010","\N","60","Drama,History,Romance","tt1666209","1","56"
"tt3381134",6.7,6,"tvEpisode","Episode #1.55","Episode #1.55",0,"2010","\N","62","Drama,History,Romance","tt1666209","1","55"
"tt3381136",6.7,6,"tvEpisode","Episode #1.54","Episode #1.54",0,"2010","\N","61","Drama,History,Romance","tt1666209","1","54"
"tt3381138",6.8,6,"tvEpisode","Episode #1.53","Episode #1.53",0,"2010","\N","61","Drama,History,Romance","tt1666209","1","53"
"tt3381140",6.8,6,"tvEpisode","Episode #1.52","Episode #1.52",0,"2010","\N","60","Drama,History,Romance","tt1666209","1","52"
"tt3381142",7,6,"tvEpisode","Episode #1.51","Episode #1.51",0,"2010","\N","63","Drama,History,Romance","tt1666209","1","51"
"tt3381144",7.6,7,"tvEpisode","Episode #1.50","Episode #1.50",0,"2010","\N","60","Drama,History,Romance","tt1666209","1","50"
"tt3381146",7.3,7,"tvEpisode","Episode #1.49","Episode #1.49",0,"2010","\N","61","Drama,History,Romance","tt1666209","1","49"
"tt3381148",7,6,"tvEpisode","Episode #1.48","Episode #1.48",0,"2010","\N","62","Drama,History,Romance","tt1666209","1","48"
"tt3381150",7.1,7,"tvEpisode","Episode #1.47","Episode #1.47",0,"2010","\N","60","Drama,History,Romance","tt1666209","1","47"
"tt3381152",7,6,"tvEpisode","Episode #1.46","Episode #1.46",0,"2010","\N","61","Drama,History,Romance","tt1666209","1","46"
"tt3381154",7.2,6,"tvEpisode","Episode #1.45","Episode #1.45",0,"2010","\N","61","Drama,History,Romance","tt1666209","1","45"
"tt3381156",7.2,6,"tvEpisode","Episode #1.44","Episode #1.44",0,"2010","\N","63","Drama,History,Romance","tt1666209","1","44"
"tt3381158",7.2,6,"tvEpisode","Episode #1.43","Episode #1.43",0,"2010","\N","63","Drama,History,Romance","tt1666209","1","43"
"tt3381160",7.2,6,"tvEpisode","Episode #1.42","Episode #1.42",0,"2010","\N","62","Drama,History,Romance","tt1666209","1","42"
"tt3381162",7.3,6,"tvEpisode","Episode #1.41","Episode #1.41",0,"2010","\N","63","Drama,History,Romance","tt1666209","1","41"
"tt3381164",7.6,7,"tvEpisode","Episode #1.40","Episode #1.40",0,"2010","\N","62","Drama,History,Romance","tt1666209","1","40"
"tt3381166",7.2,6,"tvEpisode","Episode #1.39","Episode #1.39",0,"2010","\N","62","Drama,History,Romance","tt1666209","1","39"
"tt3381168",6.7,6,"tvEpisode","Episode #1.38","Episode #1.38",0,"2010","\N","63","Drama,History,Romance","tt1666209","1","38"
"tt3381170",7.2,6,"tvEpisode","Episode #1.37","Episode #1.37",0,"2010","\N","61","Drama,History,Romance","tt1666209","1","37"
"tt3381172",7,6,"tvEpisode","Episode #1.36","Episode #1.36",0,"2010","\N","62","Drama,History,Romance","tt1666209","1","36"
"tt3381174",7.2,6,"tvEpisode","Episode #1.35","Episode #1.35",0,"2010","\N","63","Drama,History,Romance","tt1666209","1","35"
"tt3381176",8.1,8,"tvEpisode","Episode #1.34","Episode #1.34",0,"2010","\N","63","Drama,History,Romance","tt1666209","1","34"
"tt3381178",7.2,6,"tvEpisode","Episode #1.33","Episode #1.33",0,"2010","\N","62","Drama,History,Romance","tt1666209","1","33"
"tt3381180",7.2,6,"tvEpisode","Episode #1.32","Episode #1.32",0,"2010","\N","63","Drama,History,Romance","tt1666209","1","32"
"tt3381182",7.3,7,"tvEpisode","Episode #1.31","Episode #1.31",0,"2010","\N","63","Drama,History,Romance","tt1666209","1","31"
"tt3381184",7.3,7,"tvEpisode","Episode #1.30","Episode #1.30",0,"2010","\N","62","Drama,History,Romance","tt1666209","1","30"
"tt3381186",7.5,6,"tvEpisode","Episode #1.29","Episode #1.29",0,"2010","\N","63","Drama,History,Romance","tt1666209","1","29"
"tt3381188",7.7,7,"tvEpisode","Episode #1.28","Episode #1.28",0,"2010","\N","63","Drama,History,Romance","tt1666209","1","28"
"tt3381190",7.2,6,"tvEpisode","Episode #1.27","Episode #1.27",0,"2010","\N","63","Drama,History,Romance","tt1666209","1","27"
"tt3381192",7.2,6,"tvEpisode","Episode #1.26","Episode #1.26",0,"2010","\N","63","Drama,History,Romance","tt1666209","1","26"
"tt3381194",7.2,6,"tvEpisode","Episode #1.25","Episode #1.25",0,"2010","\N","63","Drama,History,Romance","tt1666209","1","25"
"tt3381196",7.3,6,"tvEpisode","Episode #1.24","Episode #1.24",0,"2010","\N","62","Drama,History,Romance","tt1666209","1","24"
"tt3381198",7.2,6,"tvEpisode","Episode #1.23","Episode #1.23",0,"2010","\N","62","Drama,History,Romance","tt1666209","1","23"
"tt3381200",7.2,6,"tvEpisode","Episode #1.22","Episode #1.22",0,"2010","\N","62","Drama,History,Romance","tt1666209","1","22"
"tt3381202",7.3,6,"tvEpisode","Episode #1.21","Episode #1.21",0,"2010","\N","63","Drama,History,Romance","tt1666209","1","21"
"tt3381204",7.3,6,"tvEpisode","Episode #1.20","Episode #1.20",0,"2010","\N","63","Drama,History,Romance","tt1666209","1","20"
"tt3381206",7.2,8,"tvEpisode","Episode #1.19","Episode #1.19",0,"2010","\N","63","Drama,History,Romance","tt1666209","1","19"
"tt3381208",7.2,8,"tvEpisode","Episode #1.18","Episode #1.18",0,"2010","\N","63","Drama,History,Romance","tt1666209","1","18"
"tt3381210",7.9,7,"tvEpisode","Episode #1.17","Episode #1.17",0,"2010","\N","63","Drama,History,Romance","tt1666209","1","17"
"tt3381212",7.1,7,"tvEpisode","Episode #1.16","Episode #1.16",0,"2010","\N","63","Drama,History,Romance","tt1666209","1","16"
"tt3381214",7.3,7,"tvEpisode","Episode #1.15","Episode #1.15",0,"2010","\N","61","Drama,History,Romance","tt1666209","1","15"
"tt3381216",7.1,7,"tvEpisode","Episode #1.14","Episode #1.14",0,"2010","\N","63","Drama,History,Romance","tt1666209","1","14"
"tt3381218",7.3,7,"tvEpisode","Episode #1.13","Episode #1.13",0,"2010","\N","63","Drama,History,Romance","tt1666209","1","13"
"tt3381220",7.3,7,"tvEpisode","Episode #1.12","Episode #1.12",0,"2010","\N","63","Drama,History,Romance","tt1666209","1","12"
"tt3381222",7.3,7,"tvEpisode","Episode #1.11","Episode #1.11",0,"2010","\N","62","Drama,History,Romance","tt1666209","1","11"
"tt3381224",7.4,7,"tvEpisode","Episode #1.10","Episode #1.10",0,"2010","\N","62","Drama,History,Romance","tt1666209","1","10"
"tt3381226",7.8,8,"tvEpisode","Episode #1.9","Episode #1.9",0,"2010","\N","60","Drama,History,Romance","tt1666209","1","9"
"tt3381228",7.7,7,"tvEpisode","Episode #1.8","Episode #1.8",0,"2010","\N","62","Drama,History,Romance","tt1666209","1","8"
"tt3381230",7.6,8,"tvEpisode","Episode #1.7","Episode #1.7",0,"2010","\N","62","Drama,History,Romance","tt1666209","1","7"
"tt3381232",7.5,8,"tvEpisode","Episode #1.6","Episode #1.6",0,"2010","\N","62","Drama,History,Romance","tt1666209","1","6"
"tt3381234",7.5,8,"tvEpisode","Episode #1.5","Episode #1.5",0,"2010","\N","63","Drama,History,Romance","tt1666209","1","5"
"tt3381236",7.4,8,"tvEpisode","Episode #1.4","Episode #1.4",0,"2010","\N","63","Drama,History,Romance","tt1666209","1","4"
"tt3381238",7.6,7,"tvEpisode","Episode #1.3","Episode #1.3",0,"2010","\N","63","Drama,History,Romance","tt1666209","1","3"
"tt3381240",7.5,8,"tvEpisode","Episode #1.2","Episode #1.2",0,"2010","\N","62","Drama,History,Romance","tt1666209","1","2"
"tt3381296",9.1,17,"tvEpisode","Episode #1.24","Episode #1.24",0,"2010","\N","66","Action,Drama,History","tt2980528","1","24"
"tt3381298",8.7,13,"tvEpisode","Episode #1.23","Episode #1.23",0,"2010","\N","64","Action,Drama,History","tt2980528","1","23"
"tt3381300",8.6,12,"tvEpisode","Episode #1.22","Episode #1.22",0,"2010","\N","65","Action,Drama,History","tt2980528","1","22"
"tt3381302",8.5,11,"tvEpisode","Episode #1.21","Episode #1.21",0,"2010","\N","65","Action,Drama,History","tt2980528","1","21"
"tt3381304",8.7,11,"tvEpisode","Episode #1.20","Episode #1.20",0,"2010","\N","65","Action,Drama,History","tt2980528","1","20"
"tt3381306",8.5,11,"tvEpisode","Episode #1.19","Episode #1.19",0,"2010","\N","65","Action,Drama,History","tt2980528","1","19"
"tt3381308",8.4,11,"tvEpisode","Episode #1.18","Episode #1.18",0,"2010","\N","65","Action,Drama,History","tt2980528","1","18"
"tt3381310",8.8,13,"tvEpisode","Episode #1.17","Episode #1.17",0,"2010","\N","65","Action,Drama,History","tt2980528","1","17"
"tt3381312",8.8,13,"tvEpisode","Episode #1.16","Episode #1.16",0,"2010","\N","65","Action,Drama,History","tt2980528","1","16"
"tt3381314",8.5,11,"tvEpisode","Episode #1.15","Episode #1.15",0,"2010","\N","64","Action,Drama,History","tt2980528","1","15"
"tt3381316",8.3,11,"tvEpisode","Episode #1.14","Episode #1.14",0,"2010","\N","65","Action,Drama,History","tt2980528","1","14"
"tt3381318",8.7,12,"tvEpisode","Episode #1.13","Episode #1.13",0,"2010","\N","65","Action,Drama,History","tt2980528","1","13"
"tt3381320",8.5,11,"tvEpisode","Episode #1.12","Episode #1.12",0,"2010","\N","65","Action,Drama,History","tt2980528","1","12"
"tt3381322",8.5,11,"tvEpisode","Episode #1.11","Episode #1.11",0,"2010","\N","65","Action,Drama,History","tt2980528","1","11"
"tt3381324",8.5,11,"tvEpisode","Episode #1.10","Episode #1.10",0,"2010","\N","65","Action,Drama,History","tt2980528","1","10"
"tt3381326",8.5,10,"tvEpisode","Episode #1.9","Episode #1.9",0,"2010","\N","65","Action,Drama,History","tt2980528","1","9"
"tt3381328",8.5,11,"tvEpisode","Episode #1.8","Episode #1.8",0,"2010","\N","64","Action,Drama,History","tt2980528","1","8"
"tt3381330",8.6,12,"tvEpisode","Episode #1.7","Episode #1.7",0,"2010","\N","65","Action,Drama,History","tt2980528","1","7"
"tt3381332",8.6,11,"tvEpisode","Episode #1.6","Episode #1.6",0,"2010","\N","64","Action,Drama,History","tt2980528","1","6"
"tt3381334",8.6,11,"tvEpisode","Episode #1.5","Episode #1.5",0,"2010","\N","64","Action,Drama,History","tt2980528","1","5"
"tt3381666",8.4,787,"tvEpisode","Pilot","Pilot",0,"2014","\N","65","Drama,History,War","tt2543328","1","1"
"tt3382282",9,11,"tvEpisode","Nefarious Deluge","Nefarious Deluge",0,"2013","\N","\N","History,Mystery,Thriller","tt2495452","2","11"
"tt3383332",5.7,6,"tvEpisode","Episode #1.28","Episode #1.28",0,"2012","\N","63","Action,History,Romance","tt3139942","1","28"
"tt3383334",6,5,"tvEpisode","Episode #1.27","Episode #1.27",0,"2012","\N","\N","Action,History,Romance","tt3139942","1","27"
"tt3383336",6,5,"tvEpisode","Episode #1.26","Episode #1.26",0,"2012","\N","\N","Action,History,Romance","tt3139942","1","26"
"tt3383338",6.7,7,"tvEpisode","Episode #1.25","Episode #1.25",0,"2012","\N","\N","Action,History,Romance","tt3139942","1","25"
"tt3383340",6,5,"tvEpisode","Episode #1.24","Episode #1.24",0,"2012","\N","\N","Action,History,Romance","tt3139942","1","24"
"tt3383342",6.3,6,"tvEpisode","Episode #1.23","Episode #1.23",0,"2012","\N","\N","Action,History,Romance","tt3139942","1","23"
"tt3383344",5.6,5,"tvEpisode","Episode #1.22","Episode #1.22",0,"2012","\N","\N","Action,History,Romance","tt3139942","1","22"
"tt3383346",5.6,5,"tvEpisode","Episode #1.21","Episode #1.21",0,"2012","\N","\N","Action,History,Romance","tt3139942","1","21"
"tt3383348",5.6,5,"tvEpisode","Episode #1.20","Episode #1.20",0,"2012","\N","\N","Action,History,Romance","tt3139942","1","20"
"tt3383350",5.5,6,"tvEpisode","Episode #1.19","Episode #1.19",0,"2012","\N","\N","Action,History,Romance","tt3139942","1","19"
"tt3383352",6,6,"tvEpisode","Episode #1.18","Episode #1.18",0,"2012","\N","\N","Action,History,Romance","tt3139942","1","18"
"tt3383354",5.6,5,"tvEpisode","Episode #1.17","Episode #1.17",0,"2012","\N","\N","Action,History,Romance","tt3139942","1","17"
"tt3383356",5.6,5,"tvEpisode","Episode #1.16","Episode #1.16",0,"2012","\N","\N","Action,History,Romance","tt3139942","1","16"
"tt3383358",5.6,5,"tvEpisode","Episode #1.15","Episode #1.15",0,"2012","\N","\N","Action,History,Romance","tt3139942","1","15"
"tt3383360",5.6,5,"tvEpisode","Episode #1.14","Episode #1.14",0,"2012","\N","\N","Action,History,Romance","tt3139942","1","14"
"tt3383362",5.6,5,"tvEpisode","Episode #1.13","Episode #1.13",0,"2012","\N","\N","Action,History,Romance","tt3139942","1","13"
"tt3383364",5.6,5,"tvEpisode","Episode #1.12","Episode #1.12",0,"2012","\N","\N","Action,History,Romance","tt3139942","1","12"
"tt3383366",5.8,5,"tvEpisode","Episode #1.11","Episode #1.11",0,"2012","\N","\N","Action,History,Romance","tt3139942","1","11"
"tt3383368",6,6,"tvEpisode","Episode #1.10","Episode #1.10",0,"2012","\N","\N","Action,History,Romance","tt3139942","1","10"
"tt3383370",5.8,6,"tvEpisode","Episode #1.9","Episode #1.9",0,"2012","\N","\N","Action,History,Romance","tt3139942","1","9"
"tt3383372",5.8,6,"tvEpisode","Episode #1.8","Episode #1.8",0,"2012","\N","\N","Action,History,Romance","tt3139942","1","8"
"tt3383374",5.8,6,"tvEpisode","Episode #1.7","Episode #1.7",0,"2012","\N","63","Action,History,Romance","tt3139942","1","7"
"tt3383376",5.8,6,"tvEpisode","Episode #1.6","Episode #1.6",0,"2012","\N","\N","Action,History,Romance","tt3139942","1","6"
"tt3383378",5.8,6,"tvEpisode","Episode #1.5","Episode #1.5",0,"2012","\N","\N","Action,History,Romance","tt3139942","1","5"
"tt3383380",6.3,7,"tvEpisode","Episode #1.4","Episode #1.4",0,"2012","\N","\N","Action,History,Romance","tt3139942","1","4"
"tt3383382",6.4,7,"tvEpisode","Episode #1.3","Episode #1.3",0,"2012","\N","\N","Action,History,Romance","tt3139942","1","3"
"tt3383384",5.7,6,"tvEpisode","Episode #1.2","Episode #1.2",0,"2012","\N","\N","Action,History,Romance","tt3139942","1","2"
"tt3383416",9.2,5,"short","Pit Trading 101","Pit Trading 101",0,"2013","\N","22","Documentary,History,Short",NA,NA,NA
"tt3384854",6.1,16,"movie","365 Days: A Year in Happy Valley","365 Days: A Year in Happy Valley",0,"2013","\N","99","Documentary,History,News",NA,NA,NA
"tt3385408",7,42,"movie","Art War","Art War",0,"2014","\N","84","Adventure,Documentary,History",NA,NA,NA
"tt3386124",8.1,7,"tvMovie","Taikoki","Taikoki",0,"1987","\N","\N","History",NA,NA,NA
"tt3387266",6.9,15209,"movie","A United Kingdom","A United Kingdom",0,"2016","\N","111","Biography,Drama,History",NA,NA,NA
"tt3387282",7.1,17,"movie","A People Without a Land","A People Without a Land",0,"2014","\N","78","Documentary,History,News",NA,NA,NA
"tt3387954",8.2,5,"tvEpisode","Episode #1.2","Episode #1.2",0,"2007","\N","\N","Drama,Fantasy,History","tt1694040","1","2"
"tt3388358",7.2,9,"tvEpisode","Lesson 20","Lesson 20",0,"2010","\N","66","Comedy,Drama,History","tt2745682","1","20"
"tt3388360",7.3,9,"tvEpisode","Lesson 19","Lesson 19",0,"2010","\N","65","Comedy,Drama,History","tt2745682","1","19"
"tt3388362",7.9,10,"tvEpisode","Lesson 18","Lesson 18",0,"2010","\N","66","Comedy,Drama,History","tt2745682","1","18"
"tt3388364",7.2,8,"tvEpisode","Lesson 17","Lesson 17",0,"2010","\N","65","Comedy,Drama,History","tt2745682","1","17"
"tt3388366",7.4,9,"tvEpisode","Lesson 16","Lesson 16",0,"2010","\N","66","Comedy,Drama,History","tt2745682","1","16"
"tt3388368",7.6,9,"tvEpisode","Lesson 15","Lesson 15",0,"2010","\N","65","Comedy,Drama,History","tt2745682","1","15"
"tt3388370",7.4,8,"tvEpisode","Lesson 14","Lesson 14",0,"2010","\N","64","Comedy,Drama,History","tt2745682","1","14"
"tt3388372",7.4,8,"tvEpisode","Lesson 13","Lesson 13",0,"2010","\N","65","Comedy,Drama,History","tt2745682","1","13"
"tt3388374",7.1,8,"tvEpisode","Lesson 12","Lesson 12",0,"2010","\N","66","Comedy,Drama,History","tt2745682","1","12"
"tt3388376",7.5,8,"tvEpisode","Lesson 11","Lesson 11",0,"2010","\N","66","Comedy,Drama,History","tt2745682","1","11"
"tt3388378",7.4,8,"tvEpisode","Lesson 10","Lesson 10",0,"2010","\N","65","Comedy,Drama,History","tt2745682","1","10"
"tt3388380",7.1,8,"tvEpisode","Lesson 9","Lesson 9",0,"2010","\N","64","Comedy,Drama,History","tt2745682","1","9"
"tt3388382",7.7,9,"tvEpisode","Lesson 8","Lesson 8",0,"2010","\N","65","Comedy,Drama,History","tt2745682","1","8"
"tt3388384",7.4,8,"tvEpisode","Lesson 7","Lesson 7",0,"2010","\N","66","Comedy,Drama,History","tt2745682","1","7"
"tt3388386",7.2,8,"tvEpisode","Lesson 6","Lesson 6",0,"2010","\N","66","Comedy,Drama,History","tt2745682","1","6"
"tt3388388",7.4,8,"tvEpisode","Lesson 5","Lesson 5",0,"2010","\N","65","Comedy,Drama,History","tt2745682","1","5"
"tt3388390",7.2,8,"tvEpisode","Lesson 4","Lesson 4",0,"2010","\N","67","Comedy,Drama,History","tt2745682","1","4"
"tt3388392",7.6,9,"tvEpisode","Lesson 3","Lesson 3",0,"2010","\N","66","Comedy,Drama,History","tt2745682","1","3"
"tt3388394",7.6,9,"tvEpisode","Lesson 2","Lesson 2",0,"2010","\N","68","Comedy,Drama,History","tt2745682","1","2"
"tt3388852",8.9,42,"tvEpisode","Episode #1.1","Episode #1.1",0,"2013","\N","\N","Action,Drama,History","tt3322566","1","1"
"tt3389514",7.6,81,"tvMiniSeries","D-Day Sacrifice","Sacrifice",0,"2014","\N","90","Documentary,History,War",NA,NA,NA
"tt3390168",6.6,38,"movie","Folsom Forever","Folsom Forever",0,"2014","\N","72","Documentary,History,Music",NA,NA,NA
"tt3392734",8.3,15,"tvEpisode","Charles 'Lucky' Luciano","Charles 'Lucky' Luciano",0,"2012","\N","49","Biography,Documentary,History","tt3311486","1","2"
"tt3392756",8,12,"tvEpisode","Vito Genovese","Vito Genovese",0,"2012","\N","49","Biography,Documentary,History","tt3311486","1","6"
"tt3392776",8.4,7,"tvEpisode","Joseph Valachi","Joseph Valachi",0,"2012","\N","48","Biography,Documentary,History","tt3311486","1","10"
"tt3392782",8.8,11,"tvEpisode","Downfall","Downfall",0,"2012","\N","45","Biography,Documentary,History","tt3311486","1","13"
"tt3393198",7.1,311,"movie","Resistance","Resistance",0,"2015","\N","72","Documentary,History",NA,NA,NA
"tt3393510",7.4,10,"movie","We Came To Sweat: The Legend Of Starlite","We Came to Sweat",0,"2014","\N","70","Biography,Documentary,History",NA,NA,NA
"tt3395830",4.2,10,"short","Musical Insects","Musical Insects",0,"2013","\N","7","Animation,Documentary,History",NA,NA,NA
"tt3395836",6.5,86,"short","Hacked Circuit","Hacked Circuit",0,"2014","\N","15","Documentary,History,Mystery",NA,NA,NA
"tt3395994",7.5,35,"tvSeries","The Most Evil Men and Women in History","The Most Evil Men and Women in History",0,"2001","\N","23","Documentary,History",NA,NA,NA
"tt3396604",7.1,107,"tvMovie","Henry VII: Winter King","Henry VII: Winter King",0,"2013","\N","59","History",NA,NA,NA
"tt3397096",5.8,130,"movie","Two Men in Suits","Zwei Herren im Anzug",0,"2018","\N","139","Drama,History",NA,NA,NA
"tt3397160",6.8,2134,"movie","Stefan Zweig: Farewell to Europe","Vor der Morgenröte",0,"2016","\N","106","Biography,Drama,History",NA,NA,NA
